ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,CPI came down,CPI came down_lower,CPI came down_upper,FOMC Meeting,FOMC Meeting_lower,FOMC Meeting_upper,German Government sell Bitcoin,German Government sell Bitcoin_lower,German Government sell Bitcoin_upper,Held steady,Held steady_lower,Held steady_upper,Raise +25 bps,Raise +25 bps_lower,Raise +25 bps_upper,eth lauch date,eth lauch date_lower,eth lauch date_upper,halved,halved_lower,halved_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2018-07-09T00:00:00Z,7142.855715037325,1105.5848709211027,11136.362550033988,7142.855715037325,7142.855715037325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1445286909740635,-0.1445286909740635,-0.1445286909740635,0.0013618972647728837,0.0013618972647728837,0.0013618972647728837,-0.1458905882388364,-0.1458905882388364,-0.1458905882388364,0,0,0,6110.508128726372
2018-07-10T00:00:00Z,7127.280776371107,1397.5225305714316,10697.973914870312,7127.280776371107,7127.280776371107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1410916174445198,-0.1410916174445198,-0.1410916174445198,0.002624772799520067,0.002624772799520067,0.002624772799520067,-0.14371639024403987,-0.14371639024403987,-0.14371639024403987,0,0,0,6121.681203651675
2018-07-11T00:00:00Z,7111.70583770489,1335.0715982631289,11239.56200359593,7111.70583770489,7111.70583770489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13673941840026008,-0.13673941840026008,-0.13673941840026008,0.004453392852528519,0.004453392852528519,0.004453392852528519,-0.1411928112527886,-0.1411928112527886,-0.1411928112527886,0,0,0,6139.255317623389
2018-07-12T00:00:00Z,7096.130899038672,1316.9604782189956,10996.483265503637,7096.130899038672,7096.130899038672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13702745731734958,-0.13702745731734958,-0.13702745731734958,0.0013669410000057413,0.0013669410000057413,0.0013669410000057413,-0.1383943983173553,-0.1383943983173553,-0.1383943983173553,0,0,0,6123.766125152325
2018-07-13T00:00:00Z,7080.555960372453,1034.0542079025622,11175.944895829956,7080.555960372453,7080.555960372453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13916604459928328,-0.13916604459928328,-0.13916604459928328,-0.0037678279705272238,-0.0037678279705272238,-0.0037678279705272238,-0.13539821662875606,-0.13539821662875606,-0.13539821662875606,0,0,0,6095.182993803539
2018-07-14T00:00:00Z,7064.919360549307,1146.2648256405348,11071.28911310148,7064.919360549307,7064.919360549307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13699985020920655,-0.13699985020920655,-0.13699985020920655,-0.004717306422629304,-0.004717306422629304,-0.004717306422629304,-0.13228254378657722,-0.13228254378657722,-0.13228254378657722,0,0,0,6097.026466413929
2018-07-15T00:00:00Z,7049.282760726163,1181.060521418478,11227.971475102917,7049.282760726163,7049.282760726163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1304474393259872,-0.1304474393259872,-0.1304474393259872,-0.0013218695236733734,-0.0013218695236733734,-0.0013218695236733734,-0.12912556980231385,-0.12912556980231385,-0.12912556980231385,0,0,0,6129.72187550461
2018-07-16T00:00:00Z,7033.646160903018,1005.6395537474849,11178.318243357517,7033.646160903018,7033.646160903018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12464222636567834,-0.12464222636567834,-0.12464222636567834,0.0013618972647711242,0.0013618972647711242,0.0013618972647711242,-0.12600412363044947,-0.12600412363044947,-0.12600412363044947,0,0,0,6156.95684393966
2018-07-17T00:00:00Z,7018.009561079874,960.9703018035603,11217.722848743304,7018.009561079874,7018.009561079874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12036767311248323,-0.12036767311248323,-0.12036767311248323,0.002624772799521777,0.002624772799521777,0.002624772799521777,-0.122992445912005,-0.122992445912005,-0.122992445912005,0,0,0,6173.268080331531
2018-07-18T00:00:00Z,7002.37296125673,1322.9736770168493,11119.699517928784,7002.37296125673,7002.37296125673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11570763340558379,-0.11570763340558379,-0.11570763340558379,0.004453392852528418,0.004453392852528418,0.004453392852528418,-0.12016102625811222,-0.12016102625811222,-0.12016102625811222,0,0,0,6192.144957686464
2018-07-19T00:00:00Z,6986.736361433585,819.5986307063464,11252.32738814188,6986.736361433585,6986.736361433585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11620858083548073,-0.11620858083548073,-0.11620858083548073,0.0013669410000012147,0.0013669410000012147,0.0013669410000012147,-0.11757552183548195,-0.11757552183548195,-0.11757552183548195,0,0,0,6174.817644199738
2018-07-20T00:00:00Z,6971.099761610441,1527.3359980171404,11284.335137778771,6971.099761610441,6971.099761610441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11906360025216343,-0.11906360025216343,-0.11906360025216343,-0.0037678279705305137,-0.0037678279705305137,-0.0037678279705305137,-0.11529577228163293,-0.11529577228163293,-0.11529577228163293,0,0,0,6141.095526276104
2018-07-21T00:00:00Z,6955.463161787297,1049.0874536952726,11212.226641890615,6955.463161787297,6955.463161787297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11809223053408428,-0.11809223053408428,-0.11809223053408428,-0.004717306422633421,-0.004717306422633421,-0.004717306422633421,-0.11337492411145086,-0.11337492411145086,-0.11337492411145086,0,0,0,6134.077002614182
2018-07-22T00:00:00Z,6939.8265619641525,1091.9896142942662,11198.977027454786,6939.8265619641525,6939.8265619641525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1131805453397274,-0.1131805453397274,-0.1131805453397274,-0.0013218695236710753,-0.0013218695236710753,-0.0013218695236710753,-0.11185867581605632,-0.11185867581605632,-0.11185867581605632,0,0,0,6154.373207117924
2018-07-23T00:00:00Z,6924.189962141008,1306.0047826418502,10993.043853426983,6924.189962141008,6924.189962141008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10942275556546274,-0.10942275556546274,-0.10942275556546274,0.0013618972647715245,0.0013618972647715245,0.0013618972647715245,-0.11078465283023427,-0.11078465283023427,-0.11078465283023427,0,0,0,6166.526016424822
2018-07-24T00:00:00Z,6908.553362317864,1303.5800825824906,10764.838915264363,6908.553362317864,6908.553362317864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10755714668748288,-0.10755714668748288,-0.10755714668748288,0.0026247727995231448,0.0026247727995231448,0.0026247727995231448,-0.11018191948700602,-0.11018191948700602,-0.11018191948700602,0,0,0,6165.489074928739
2018-07-25T00:00:00Z,6892.9167624947195,1535.8789185248788,11234.046116275991,6892.9167624947195,6892.9167624947195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10561724015943497,-0.10561724015943497,-0.10561724015943497,0.0044533928525286376,0.0044533928525286376,0.0044533928525286376,-0.11007063301196361,-0.11007063301196361,-0.11007063301196361,0,0,0,6164.90591739132
2018-07-26T00:00:00Z,6877.280162671577,1253.9397251873056,11120.341252084945,6877.280162671577,6877.280162671577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10909490155797141,-0.10909490155797141,-0.10909490155797141,0.0013669410000081144,0.0013669410000081144,0.0013669410000081144,-0.11046184255797953,-0.11046184255797953,-0.11046184255797953,0,0,0,6127.003960338332
2018-07-27T00:00:00Z,6861.643562848433,673.9965318448483,11076.095570532294,6861.643562848433,6861.643562848433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11512526223185442,-0.11512526223185442,-0.11512526223185442,-0.0037678279705255853,-0.0037678279705255853,-0.0037678279705255853,-0.11135743426132884,-0.11135743426132884,-0.11135743426132884,0,0,0,6071.6950483339915
2018-07-28T00:00:00Z,6846.006963025285,1280.486136616772,10659.709662869393,6846.006963025285,6846.006963025285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11746752775105622,-0.11746752775105622,-0.11746752775105622,-0.0047173064226329236,-0.0047173064226329236,-0.0047173064226329236,-0.11275022132842329,-0.11275022132842329,-0.11275022132842329,0,0,0,6041.823450112188
2018-07-29T00:00:00Z,6830.370363202141,767.1088320653522,11066.584947093841,6830.370363202141,6830.370363202141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11594604577382782,-0.11594604577382782,-0.11594604577382782,-0.0013218695236687768,-0.0013218695236687768,-0.0013218695236687768,-0.11462417625015904,-0.11462417625015904,-0.11462417625015904,0,0,0,6038.415928418108
2018-07-30T00:00:00Z,6814.733763378996,604.2593653460766,11187.563952040191,6814.733763378996,6814.733763378996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11559290313452844,-0.11559290313452844,-0.11559290313452844,0.0013618972647719248,0.0013618972647719248,0.0013618972647719248,-0.11695480039930037,-0.11695480039930037,-0.11695480039930037,0,0,0,6026.998903581127
2018-07-31T00:00:00Z,6799.097163555852,1193.5048651109362,11025.33735611927,6799.097163555852,6799.097163555852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11708485170392002,-0.11708485170392002,-0.11708485170392002,0.0026247727995245126,0.0026247727995245126,0.0026247727995245126,-0.11970962450344454,-0.11970962450344454,-0.11970962450344454,0,0,0,6003.025880440371
2018-08-01T00:00:00Z,6783.460563732708,881.8961204217507,11531.420081891742,6783.460563732708,6783.460563732708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1183954389567065,-0.1183954389567065,-0.1183954389567065,0.004453392852528292,0.004453392852528292,0.004453392852528292,-0.12284883180923478,-0.12284883180923478,-0.12284883180923478,0,0,0,5980.329772644066
2018-08-02T00:00:00Z,6767.823963909567,1083.5451072483427,10564.733466481064,6767.823963909567,6767.823963909567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1249590531713439,-0.1249590531713439,-0.1249590531713439,0.0013669410000045094,0.0013669410000045094,0.0013669410000045094,-0.1263259941713484,-0.1263259941713484,-0.1263259941713484,0,0,0,5922.123089349096
2018-08-03T00:00:00Z,6752.187364168328,614.7846100611545,10785.7742040905,6752.187364168328,6752.187364168328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1338567377885462,-0.1338567377885462,-0.1338567377885462,-0.0037678279705275356,-0.0037678279705275356,-0.0037678279705275356,-0.13008890981801866,-0.13008890981801866,-0.13008890981801866,0,0,0,5848.361590663712
2018-08-04T00:00:00Z,6736.55076442709,903.5072044198446,10593.963869605035,6736.55076442709,6736.55076442709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13879783659739797,-0.13879783659739797,-0.13879783659739797,-0.004717306422630933,-0.004717306422630933,-0.004717306422630933,-0.13408053017476704,-0.13408053017476704,-0.13408053017476704,0,0,0,5801.532092196063
2018-08-05T00:00:00Z,6720.9141646858525,552.1807885772139,10489.960506845275,6720.9141646858525,6720.9141646858525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.13956183140024692,-0.13956183140024692,-0.13956183140024692,-0.0013218695236651297,-0.0013218695236651297,-0.0013218695236651297,-0.13823996187658177,-0.13823996187658177,-0.13823996187658177,0,0,0,5782.931075178434
