ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,CPI came down,CPI came down_lower,CPI came down_upper,FOMC Meeting,FOMC Meeting_lower,FOMC Meeting_upper,German Government sell Bitcoin,German Government sell Bitcoin_lower,German Government sell Bitcoin_upper,Held steady,Held steady_lower,Held steady_upper,Raise +25 bps,Raise +25 bps_lower,Raise +25 bps_upper,eth lauch date,eth lauch date_lower,eth lauch date_upper,halved,halved_lower,halved_upper,holidays,holidays_lower,holidays_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2016-02-04T00:00:00Z,271.54080458686695,-4533.625542663807,5120.5650314182785,271.54080458686695,271.54080458686695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023943882650774545,-0.023943882650774545,-0.023943882650774545,0.0013669409999965756,0.0013669409999965756,0.0013669409999965756,-0.02531082365077112,-0.02531082365077112,-0.02531082365077112,0,0,0,265.0390634269421
2016-02-05T00:00:00Z,273.3735408821822,-4808.68705588984,5176.743637823332,273.3735408821822,273.3735408821822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021321695071316944,-0.021321695071316944,-0.021321695071316944,-0.0037678279705194826,-0.0037678279705194826,-0.0037678279705194826,-0.01755386710079746,-0.01755386710079746,-0.01755386710079746,0,0,0,267.5447536029261
2016-02-06T00:00:00Z,275.20627717749744,-4755.1272685890945,4941.413560989508,275.20627717749744,275.20627717749744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014251026266674934,-0.014251026266674934,-0.014251026266674934,-0.004717306422632768,-0.004717306422632768,-0.004717306422632768,-0.009533719844042166,-0.009533719844042166,-0.009533719844042166,0,0,0,271.2843052926871
2016-02-07T00:00:00Z,277.0390134728127,-4674.120714108851,5172.32857857761,277.0390134728127,277.0390134728127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0026590834266703015,-0.0026590834266703015,-0.0026590834266703015,-0.001321869523667178,-0.001321869523667178,-0.001321869523667178,-0.001337213903003124,-0.001337213903003124,-0.001337213903003124,0,0,0,276.30234362354605
2016-02-08T00:00:00Z,278.871749768128,-4687.327145501363,5084.580205179759,278.871749768128,278.871749768128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008313451241506084,0.008313451241506084,0.008313451241506084,0.0013618972647729977,0.0013618972647729977,0.0013618972647729977,0.006951553976733088,0.006951553976733088,0.006951553976733088,0,0,0,281.19013646245884
2016-02-09T00:00:00Z,280.70448606344326,-4904.764628870664,5249.045985998316,280.70448606344326,280.70448606344326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01787776667307313,0.01787776667307313,0.01787776667307313,0.0026247727995212704,0.0026247727995212704,0.0026247727995212704,0.01525299387355186,0.01525299387355186,0.01525299387355186,0,0,0,285.7228553693704
2016-02-10T00:00:00Z,282.53727953255236,-4838.854369341005,5584.827662208417,282.53727953255236,282.53727953255236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027947028019906516,0.027947028019906516,0.027947028019906516,0.004453392852528719,0.004453392852528719,0.004453392852528719,0.023493635167377798,0.023493635167377798,0.023493635167377798,0,0,0,290.4333568003168
2016-02-11T00:00:00Z,284.3700730016615,-4734.8624259529615,5170.696312894534,284.3700730016615,284.3700730016615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03297448362076693,0.03297448362076693,0.03297448362076693,0.0013669410000034753,0.0013669410000034753,0.0013669410000034753,0.03160754262076345,0.03160754262076345,0.03160754262076345,0,0,0,293.7470293160911
2016-02-12T00:00:00Z,286.2028664707707,-4696.868581169273,4907.423936132697,286.2028664707707,286.2028664707707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035769676306206186,0.035769676306206186,0.035769676306206186,-0.003767827970521433,-0.003767827970521433,-0.003767827970521433,0.03953750427672762,0.03953750427672762,0.03953750427672762,0,0,0,296.4402503623385
2016-02-13T00:00:00Z,288.03565993987985,-4815.835637970209,5506.148566395638,288.03565993987985,288.03565993987985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04251865927092852,0.04251865927092852,0.04251865927092852,-0.004717306422630777,-0.004717306422630777,-0.004717306422630777,0.0472359656935593,0.0472359656935593,0.0472359656935593,0,0,0,300.2825500227407
2016-02-14T00:00:00Z,289.868453408989,-4989.950483504064,5028.189819936565,289.868453408989,289.868453408989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05334382241837034,0.05334382241837034,0.05334382241837034,-0.001321869523663531,-0.001321869523663531,-0.001321869523663531,0.05466569194203386,0.05466569194203386,0.05466569194203386,0,0,0,305.3311447123258
2016-02-15T00:00:00Z,291.7012468780981,-4797.415530806585,5240.010707669625,291.7012468780981,291.7012468780981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06316204336904706,0.06316204336904706,0.06316204336904706,0.001361897264774337,0.001361897264774337,0.001361897264774337,0.06180014610427272,0.06180014610427272,0.06180014610427272,0,0,0,310.12569368421765
2016-02-16T00:00:00Z,293.5340403472073,-4649.0507463561,5199.493304031614,293.5340403472073,293.5340403472073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07124835333738365,0.07124835333738365,0.07124835333738365,0.002624772799518314,0.002624772799518314,0.002624772799518314,0.06862358053786534,0.06862358053786534,0.06862358053786534,0,0,0,314.4478573704149
2016-02-17T00:00:00Z,295.36683381631644,-4547.917304126605,5435.485293272282,295.36683381631644,295.36683381631644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07958423755603698,0.07958423755603698,0.07958423755603698,0.004453392852528618,0.004453392852528618,0.004453392852528618,0.07513084470350836,0.07513084470350836,0.07513084470350836,0,0,0,318.8733780849287
2016-02-18T00:00:00Z,297.1996272854256,-4431.693980957572,5679.433752504442,297.1996272854256,297.1996272854256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08269386169796548,0.08269386169796548,0.08269386169796548,0.001366940999998949,0.001366940999998949,0.001366940999998949,0.08132692069796654,0.08132692069796654,0.08132692069796654,0,0,0,321.7762121608535
2016-02-19T00:00:00Z,299.0324207545347,-4428.24610760839,5460.850224089678,299.0324207545347,299.0324207545347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08345837662248771,0.08345837662248771,0.08345837662248771,-0.0037678279705247223,-0.0037678279705247223,-0.0037678279705247223,0.08722620459301243,0.08722620459301243,0.08722620459301243,0,0,0,323.9891811482009
2016-02-20T00:00:00Z,300.86521422364393,-4520.651549216556,5461.008474089036,300.86521422364393,300.86521422364393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08813425164901509,0.08813425164901509,0.08813425164901509,-0.004717306422630278,-0.004717306422630278,-0.004717306422630278,0.09285155807164537,0.09285155807164537,0.09285155807164537,0,0,0,327.3817447264654
2016-02-21T00:00:00Z,302.69800769275304,-4785.818459140255,5143.548032864641,302.69800769275304,302.69800769275304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09691129098826955,0.09691129098826955,0.09691129098826955,-0.0013218695236684073,-0.0013218695236684073,-0.0013218695236684073,0.09823316051193795,0.09823316051193795,0.09823316051193795,0,0,0,332.03286239783483
